year,month,day,Risk_free
2004,7,7,0.000581261236220598
2004,7,8,0.000582632899750024
2004,7,12,0.000582289998419583
2004,7,13,0.000582289998419583
2004,7,14,0.000582289998419583
2004,7,15,0.000582289998419583
2004,7,16,0.000581947097089142
2004,7,19,0.000581947097089142
2004,7,20,0.000581947097089142
2004,7,21,0.000582975742872804
2004,7,22,0.000582289998419583
2004,7,23,0.0005816041957587
2004,7,26,0.000581261236220598
2004,7,27,0.000581261236220598
2004,7,28,0.000581261236220598
2004,7,29,0.0005816041957587
2004,7,30,0.000583661312703043
2004,8,2,0.000583661312703043
2004,8,3,0.000584004039410502
2004,8,4,0.00058571738190949
2004,8,5,0.000587429909501225
2004,8,6,0.00058434676611796
2004,8,9,0.000585374771617353
2004,8,10,0.000585032103117555
2004,8,11,0.000584689434617758
2004,8,12,0.000586059933993965
2004,8,13,0.000586744979955256
2004,8,16,0.00058571738190949
2004,8,17,0.00058571738190949
2004,8,18,0.00058434676611796
2004,8,19,0.000583661312703043
2004,8,20,0.000583318527787924
2004,8,23,0.000583318527787924
2004,8,24,0.000583661312703043
2004,8,25,0.000584004039410502
2004,8,26,0.000585374771617353
2004,8,27,0.000587429909501225
2004,8,30,0.000587429909501225
2004,8,31,0.000588457100093365
2004,9,1,0.000588799419347197
2004,9,2,0.000589826260693371
2004,9,3,0.0005894839996472
2004,9,6,0.000590510666370392
2004,9,8,0.000592221214901656
2004,9,9,0.000593247124925256
2004,9,10,0.000595639983657748
2004,9,13,0.000596323399804533
2004,9,14,0.000596323399804533
2004,9,15,0.000597348320297897
2004,9,16,0.000595981720834971
2004,9,17,0.000595981720834971
2004,9,20,0.000596665078774095
2004,9,21,0.000597006699535996
2004,9,22,0.000597348320297897
2004,9,23,0.000597348320297897
2004,9,24,0.000597348320297897
2004,9,27,0.000597689882852137
2004,9,28,0.000598372949752957
2004,9,29,0.000598714454099536
2004,9,30,0.000599055900238454
2004,10,1,0.000599055900238454
2004,10,4,0.00059973873430863
2004,10,5,0.000600421451963484
2004,10,6,0.000601103994995356
2004,10,7,0.000601445266511291
2004,10,8,0.000601786479819566
2004,10,11,0.000603492197114974
2004,10,13,0.00060485617723316
2004,10,14,0.000606560555752367
2004,10,15,0.000606219749897718
2004,10,18,0.000607923546340317
2004,10,19,0.000608604808803648
2004,10,20,0.000609286013059318
2004,10,21,0.000616091536357999
2004,10,22,0.000615751545410603
2004,10,25,0.000617451267316937
2004,10,26,0.000618130958173424
2004,10,27,0.00061915023252368
2004,10,28,0.000620169274043292
2004,10,29,0.000620508915744722
2004,11,1,0.000620848499238491
2004,11,3,0.00062356423586607
2004,11,4,0.000625260639935732
2004,11,5,0.000627295346930623
2004,11,8,0.000629329006187618
2004,11,9,0.000629329006187618
2004,11,10,0.000630345428362489
2004,11,11,0.000631361617706716
2004,11,12,0.000632038980256766
2004,11,16,0.000633393239695579
2004,11,17,0.000633393239695579
2004,11,18,0.000636100419797003
2004,11,19,0.000636438722722232
2004,11,22,0.000637453340459615
2004,11,23,0.000638129597064108
2004,11,24,0.000638467725366354
2004,11,25,0.000637791526969522
2004,11,26,0.000636776967439801
2004,11,29,0.000637115153949708
2004,11,30,0.000637453340459615
2004,12,1,0.000637115153949708
2004,12,2,0.000639481819234788
2004,12,3,0.000639143807347864
2004,12,6,0.000640157784800977
2004,12,7,0.000640833575744182
2004,12,8,0.000641847145743668
2004,12,9,0.000641509308479726
2004,12,10,0.000642184924799949
2004,12,13,0.000642860366497189
2004,12,14,0.000644548563286662
2004,12,15,0.000645223655737937
2004,12,16,0.000649608904495835
2004,12,17,0.000648934568744153
2004,12,20,0.000649608904495835
2004,12,21,0.000650283123832196
2004,12,22,0.000650620204396546
2004,12,23,0.000650620204396546
2004,12,27,0.00065196817740798
2004,12,28,0.000652641989290714
2004,12,29,0.000652641989290714
2004,12,30,0.000651631213258952
2005,1,3,0.000653989322017878
2005,1,4,0.000655672803986818
2005,1,5,0.00065600941888988
2005,1,6,0.000657692027743906
2005,1,7,0.000657019088976085
2005,1,10,0.000658028468023986
2005,1,11,0.000659037614241242
2005,1,12,0.000659373996313661
2005,1,13,0.000660382793284953
2005,1,14,0.0006613913574256
2005,1,17,0.000664079620037228
2005,1,18,0.000666766020003706
2005,1,19,0.000667101703584194
2005,1,20,0.000668108579702675
2005,1,21,0.000668108579702675
2005,1,24,0.000668444146867842
2005,1,26,0.000668779655825347
2005,1,27,0.000670792302116752
2005,1,28,0.000673139118589461
2005,1,31,0.00067347422009334
2005,2,1,0.000674144423101097
2005,2,2,0.000676824129186571
2005,2,3,0.000677158939652145
2005,2,4,0.000677158939652145
2005,2,9,0.000679836550261825
2005,2,10,0.000680840224958956
2005,2,11,0.000680840224958956
2005,2,14,0.000684518134221435
2005,2,15,0.000685186474584043
2005,2,16,0.000686522806063294
2005,2,17,0.00068585469853133
2005,2,18,0.00068585469853133
2005,2,21,0.00068585469853133
2005,2,22,0.000686188810504973
2005,2,23,0.000686188810504973
2005,2,24,0.000685520586557686
2005,2,25,0.00068585469853133
2005,2,28,0.000685520586557686
2005,3,1,0.000684518134221435
2005,3,2,0.000686856859829277
2005,3,3,0.000686188810504973
2005,3,4,0.000686188810504973
2005,3,7,0.000686522806063294
2005,3,8,0.000687524792738259
2005,3,9,0.00068819266743958
2005,3,10,0.000689528009388596
2005,3,11,0.00068852654658258
2005,3,14,0.000690529181156308
2005,3,15,0.000691863766405731
2005,3,16,0.000691863766405731
2005,3,17,0.000697863812092692
2005,3,18,0.000698529882356525
2005,3,21,0.000699195894412696
2005,3,22,0.000699195894412696
2005,3,23,0.000699861790053546
2005,3,24,0.000699195894412696
2005,3,28,0.000699861790053546
2005,3,29,0.000699528842233121
2005,3,30,0.000699195894412696
2005,3,31,0.000699195894412696
2005,4,1,0.000700194679666311
2005,4,4,0.000701193232089281
2005,4,5,0.000702191551681608
2005,4,6,0.000701193232089281
2005,4,7,0.000701193232089281
2005,4,8,0.00070285692345351
2005,4,11,0.00070352217881009
2005,4,12,0.000703854777384549
2005,4,13,0.00070318958023563
2005,4,14,0.00070318958023563
2005,4,15,0.000703854777384549
2005,4,18,0.00070318958023563
2005,4,19,0.000703854777384549
2005,4,20,0.000704852398484945
2005,4,22,0.000707511557266116
2005,4,25,0.000707511557266116
2005,4,26,0.000706846942193806
2005,4,27,0.00070651457644999
2005,4,28,0.000707179249729961
2005,4,29,0.00070784380659461
2005,5,2,0.000708176055923104
2005,5,3,0.000708508247043937
2005,5,4,0.000708508247043937
2005,5,5,0.000709172571077943
2005,5,6,0.000709172571077943
2005,5,9,0.000710168853402138
2005,5,10,0.0007108329446055
2005,5,11,0.0007108329446055
2005,5,12,0.000711828819476068
2005,5,13,0.000712492619641125
2005,5,16,0.000712160719558597
2005,5,17,0.000711828819476068
2005,5,18,0.000711828819476068
2005,5,19,0.000716141425073147
2005,5,20,0.000715809874236584
2005,5,23,0.00071647297590971
2005,5,24,0.000716141425073147
2005,5,25,0.000715809874236584
2005,5,27,0.000716141425073147
2005,5,30,0.00071547826519236
2005,5,31,0.000716141425073147
2005,6,1,0.00071647297590971
2005,6,2,0.000716804468538612
2005,6,3,0.000717135961167514
2005,6,6,0.000717467453796417
2005,6,7,0.000717467453796417
2005,6,8,0.000717798888217658
2005,6,9,0.000717467453796417
2005,6,10,0.000715809874236584
2005,6,13,0.000715809874236584
2005,6,14,0.000716141425073147
2005,6,15,0.00071647297590971
2005,6,16,0.000714814988896251
2005,6,17,0.000715146597940475
2005,6,20,0.00071547826519236
2005,6,21,0.00071547826519236
2005,6,22,0.000714814988896251
2005,6,23,0.00071547826519236
2005,6,24,0.000715146597940475
2005,6,27,0.000714814988896251
2005,6,28,0.000715146597940475
2005,6,29,0.00071547826519236
2005,6,30,0.000715146597940475
2005,7,1,0.000715809874236584
2005,7,4,0.000715146597940475
2005,7,5,0.00071547826519236
2005,7,6,0.00071547826519236
2005,7,7,0.000714814988896251
2005,7,8,0.000714814988896251
2005,7,11,0.000714483263436705
2005,7,12,0.000714483263436705
2005,7,13,0.000714483263436705
2005,7,14,0.00071415159618482
2005,7,15,0.000713819812517613
2005,7,18,0.0007131562451832
2005,7,19,0.0007131562451832
2005,7,20,0.000712160719558597
2005,7,21,0.000712492619641125
2005,7,22,0.0007131562451832
2005,7,25,0.0007131562451832
2005,7,26,0.000712492619641125
2005,7,27,0.000711496861185879
2005,7,28,0.000712824461515993
2005,7,29,0.000712824461515993
2005,8,1,0.000711496861185879
2005,8,2,0.0007131562451832
2005,8,3,0.000712492619641125
2005,8,4,0.000712824461515993
2005,8,5,0.000712492619641125
2005,8,8,0.000711828819476068
2005,8,9,0.000711496861185879
2005,8,10,0.000709836778696626
2005,8,11,0.0007108329446055
2005,8,12,0.000710500928107649
2005,8,15,0.000709172571077943
2005,8,16,0.000708840438164771
2005,8,17,0.000708508247043937
2005,8,18,0.000711828819476068
2005,8,19,0.000712492619641125
2005,8,22,0.000711828819476068
2005,8,23,0.000711828819476068
2005,8,24,0.0007108329446055
2005,8,25,0.000710500928107649
2005,8,26,0.000710500928107649
2005,8,29,0.000709836778696626
2005,8,30,0.000710168853402138
2005,8,31,0.000710500928107649
2005,9,1,0.000711496861185879
2005,9,2,0.0007108329446055
2005,9,5,0.000709836778696626
2005,9,6,0.000709172571077943
2005,9,8,0.000707179249729961
2005,9,9,0.00070651457644999
2005,9,12,0.000705849786754698
2005,9,13,0.000705517362803221
2005,9,14,0.000704852398484945
2005,9,15,0.000704519916325808
2005,9,16,0.000704187375959009
2005,9,19,0.000703854777384549
2005,9,20,0.000704187375959009
2005,9,21,0.00070285692345351
2005,9,22,0.000702524208463728
2005,9,23,0.000702191551681608
2005,9,26,0.000702191551681608
2005,9,27,0.000702191551681608
2005,9,28,0.000701526005286723
2005,9,29,0.000700860400684178
2005,9,30,0.000701526005286723
2005,10,3,0.000701193232089281
2005,10,4,0.000700527569279075
2005,10,5,0.000699195894412696
2005,10,6,0.000699195894412696
2005,10,7,0.000697863812092692
2005,10,10,0.000696864386554807
2005,10,11,0.00069619802525267
2005,10,13,0.00069586478639394
2005,10,14,0.00069519825046882
2005,10,17,0.000693531357683241
2005,10,18,0.000692530884407461
2005,10,19,0.000692530884407461
2005,10,20,0.000686188810504973
2005,10,21,0.00068585469853133
2005,10,24,0.000685520586557686
2005,10,25,0.000684852304402739
2005,10,26,0.000684852304402739
2005,10,27,0.000684852304402739
2005,10,28,0.000684852304402739
2005,10,31,0.00068418390583247
2005,11,1,0.00068418390583247
2005,11,3,0.000682178069837391
2005,11,4,0.000682178069837391
2005,11,7,0.000680171127896756
2005,11,8,0.000679501972626895
2005,11,9,0.000676489260513336
2005,11,10,0.000674814509693533
2005,11,11,0.000674144423101097
2005,11,14,0.000673139118589461
2005,11,16,0.000669786124490202
2005,11,17,0.000669115164782852
2005,11,18,0.000667773012537509
2005,11,21,0.000666094594635069
2005,11,22,0.00066475139465183
2005,11,23,0.00066307169618085
2005,11,24,0.000663743645418435
2005,11,25,0.000664079620037228
2005,11,28,0.00066307169618085
2005,11,29,0.00066206359770149
2005,11,30,0.000660382793284953
2005,12,1,0.000660719000734389
2005,12,2,0.000660719000734389
2005,12,5,0.000658364908304066
2005,12,6,0.000657355587463826
2005,12,7,0.000656345975585282
2005,12,8,0.000655336130876094
2005,12,9,0.000653315684758127
2005,12,12,0.000652641989290714
2005,12,13,0.000651631213258952
2005,12,14,0.000649608904495835
2005,12,15,0.000650283123832196
2005,12,16,0.000650283123832196
2005,12,19,0.000650283123832196
2005,12,20,0.000649608904495835
2005,12,21,0.000649271707516164
2005,12,22,0.000649271707516164
2005,12,23,0.000649271707516164
2005,12,26,0.000648934568744153
2005,12,27,0.000648260116577148
2005,12,28,0.000647922803182155
2005,12,29,0.000647248234599829
2006,1,2,0.000646910862997174
2006,1,3,0.000646236061584204
2006,1,4,0.000645223655737937
2006,1,5,0.000644211017061025
2006,1,6,0.000643873412627727
2006,1,9,0.000642522645648569
2006,1,10,0.000640833575744182
2006,1,11,0.000640157784800977
2006,1,12,0.000638805795460939
2006,1,13,0.000637791526969522
2006,1,16,0.000636776967439801
2006,1,17,0.000635085452813655
2006,1,18,0.000635085452813655
2006,1,19,0.000629667832981795
2006,1,20,0.00062899012118578
2006,1,23,0.000629329006187618
2006,1,24,0.000629329006187618
2006,1,26,0.000630345428362489
2006,1,27,0.000630345428362489
2006,1,30,0.000629329006187618
2006,1,31,0.00062899012118578
2006,2,1,0.000627973349764943
2006,2,2,0.000626956287305802
2006,2,3,0.000626956287305802
2006,2,6,0.000625260639935732
2006,2,7,0.000625260639935732
2006,2,8,0.000623903586529195
2006,2,9,0.00062356423586607
2006,2,10,0.000623224885202944
2006,2,13,0.00062118808273226
2006,2,14,0.000620169274043292
2006,2,15,0.000619489990640432
2006,2,16,0.000618470716290176
2006,2,17,0.000617111392784864
2006,2,20,0.000615411496255547
2006,2,21,0.000614391232375056
2006,2,22,0.000614051125012338
2006,2,23,0.000613030511885881
2006,2,24,0.000612349947914481
2006,3,1,0.000611328927334398
2006,3,2,0.000609967100899667
2006,3,3,0.000608945440035313
2006,3,6,0.000606901361607015
2006,3,7,0.000605878885835409
2006,3,8,0.0006055380217731
2006,3,9,0.000604515254963189
2006,3,10,0.000604515254963189
2006,3,13,0.000603492197114974
2006,3,14,0.000602810003329068
2006,3,15,0.000601445266511291
2006,3,16,0.000601786479819566
2006,3,17,0.000601103994995356
2006,3,20,0.000600421451963484
2006,3,21,0.00060076272347942
2006,3,22,0.000600421451963484
2006,3,23,0.000600421451963484
2006,3,24,0.00060076272347942
2006,3,27,0.000600080064032227
2006,3,28,0.000598714454099536
2006,3,29,0.000598031445406377
2006,3,30,0.000597689882852137
2006,3,31,0.000597348320297897
2006,4,3,0.000595298246480525
2006,4,4,0.000593589094933122
2006,4,5,0.000591879128478468
2006,4,6,0.000590510666370392
2006,4,7,0.000590510666370392
2006,4,10,0.000588457100093365
2006,4,11,0.000586744979955256
2006,4,12,0.000584689434617758
2006,4,13,0.000582975742872804
2006,4,17,0.000581261236220598
2006,4,18,0.000579546031076461
2006,4,19,0.000577486760448664
2006,4,20,0.000578173319809139
2006,4,24,0.000578516512177885
2006,4,25,0.000578173319809139
2006,4,26,0.000577830069232732
2006,4,27,0.000577486760448664
2006,4,28,0.000577486760448664
2006,5,2,0.000578173319809139
2006,5,3,0.000577143451664597
2006,5,4,0.000576800142880529
2006,5,5,0.000576800142880529
2006,5,8,0.000575426500290632
2006,5,9,0.000574052333831787
2006,5,10,0.00057302147615701
2006,5,11,0.000571990269236267
2006,5,12,0.000571990269236267
2006,5,15,0.000570614996831864
2006,5,16,0.00056992715690285
2006,5,17,0.00056992715690285
2006,5,18,0.000568551127798855
2006,5,19,0.000568207062315196
2006,5,22,0.000568895193282515
2006,5,23,0.000568895193282515
2006,5,24,0.000571990269236267
2006,5,25,0.000569239200558513
2006,5,26,0.000567174633033574
2006,5,29,0.00056648621102795
2006,5,30,0.00056648621102795
2006,5,31,0.000564420188311487
2006,6,1,0.000560629763640463
2006,6,2,0.000560974469408393
2006,6,5,0.000560629763640463
2006,6,6,0.000560974469408393
2006,6,7,0.000560629763640463
2006,6,8,0.000559940177481622
2006,6,9,0.000559940177481622
2006,6,12,0.00055959535529837
2006,6,13,0.00055959535529837
2006,6,14,0.000559250533115119
2006,6,16,0.000558560714125633
2006,6,19,0.00055821577552706
2006,6,20,0.00055821577552706
2006,6,21,0.000557870836928487
2006,6,22,0.000557870836928487
2006,6,23,0.000557525781914592
2006,6,26,0.000556835730094463
2006,6,27,0.000556490616872907
2006,6,28,0.000555800332222134
2006,6,29,0.000555800332222134
2006,6,30,0.000555109931156039
2006,7,3,0.000554419413674623
2006,7,4,0.000553728779777885
2006,7,5,0.000553728779777885
2006,7,6,0.000553038029465824
2006,7,7,0.000552347162738442
2006,7,10,0.000550619442947209
2006,7,11,0.000549582473468036
2006,7,12,0.000548545212950558
2006,7,13,0.000548545212950558
2006,7,14,0.000547507719602436
2006,7,17,0.00054612394887954
2006,7,18,0.000545777904335409
2006,7,19,0.000544739654287696
2006,7,20,0.000543354894034565
2006,7,21,0.000543354894034565
2006,7,24,0.000542662339285016
2006,7,25,0.000541969668120146
2006,7,26,0.000541969668120146
2006,7,27,0.000542316061910242
2006,7,28,0.000542316061910242
2006,7,31,0.000541969668120146
2006,8,1,0.000540930428542197
2006,8,2,0.000541969668120146
2006,8,3,0.000541623332537711
2006,8,4,0.000541969668120146
2006,8,7,0.000540930428542197
2006,8,8,0.000539890956133604
2006,8,9,0.000540237466339022
2006,8,10,0.000539544387720525
2006,8,11,0.000539890956133604
2006,8,14,0.000538851192686707
2006,8,15,0.000538851192686707
2006,8,16,0.000538157823029906
2006,8,17,0.000537117593921721
2006,8,18,0.000537117593921721
2006,8,21,0.000536423933226615
2006,8,22,0.000535730214323849
2006,8,23,0.000535383296664804
2006,8,24,0.000535036320798099
2006,8,25,0.000533995276782662
2006,8,28,0.000533648184500635
2006,8,29,0.000532259582541883
2006,8,30,0.000531912373844534
2006,8,31,0.000524961447808892
2006,9,1,0.000524961447808892
2006,9,4,0.000524613598827273
2006,9,5,0.000524265691637993
2006,9,6,0.000523917784448713
2006,9,8,0.000523917784448713
2006,9,11,0.000523569819051772
2006,9,12,0.000523221853654832
2006,9,13,0.00052287383005023
2006,9,14,0.000522525806445628
2006,9,15,0.000522177724633366
2006,9,18,0.000521481444593519
2006,9,19,0.000521133304573596
2006,9,20,0.000521133304573596
2006,9,21,0.000521133304573596
2006,9,22,0.000520785106346011
2006,9,25,0.000520088593475521
2006,9,26,0.000520088593475521
2006,9,27,0.000519740337040275
2006,9,28,0.000519043649546802
2006,9,29,0.000518695276696235
2006,10,2,0.000519392022397369
2006,10,3,0.000518346845638007
2006,10,4,0.000517998414579779
2006,10,5,0.000517301436048001
2006,10,6,0.000516952946782112
2006,10,9,0.000515209801960737
2006,10,10,0.000514163577463478
2006,10,11,0.000513465900439769
2006,10,13,0.000512070255354047
2006,10,16,0.000510325015056878
2006,10,17,0.000510325015056878
2006,10,18,0.0005096266977489
2006,10,19,0.000506832206156105
2006,10,20,0.000506832206156105
2006,10,23,0.000507181626744568
2006,10,24,0.000506832206156105
2006,10,25,0.000506133306771517
2006,10,26,0.000506482785567641
2006,10,27,0.000506133306771517
2006,10,30,0.000506482785567641
2006,10,31,0.000506133306771517
2006,11,1,0.000506133306771517
2006,11,3,0.000505783769767731
2006,11,6,0.0005050846375525
2006,11,7,0.0005050846375525
2006,11,8,0.000504735042341054
2006,11,9,0.000503686082083732
2006,11,10,0.000503686082083732
2006,11,13,0.000502636772580445
2006,11,14,0.000501587230246514
2006,11,16,0.000500187452416867
2006,11,17,0.00050053745508194
2006,11,21,0.0004994873306714
2006,11,22,0.000498436973430216
2006,11,23,0.000497736560646445
2006,11,24,0.000497036031447351
2006,11,27,0.000496335385832936
2006,11,28,0.000494933745358139
2006,11,29,0.000494232692290098
2006,11,30,0.000490374921355397
2006,12,1,0.000490725738927722
2006,12,4,0.000490725738927722
2006,12,5,0.000490725738927722
2006,12,6,0.000490374921355397
2006,12,7,0.000490023987367749
2006,12,8,0.000490023987367749
2006,12,11,0.000489673053380102
2006,12,12,0.000489322119392455
2006,12,13,0.000488971127197146
2006,12,14,0.000488620135001838
2006,12,15,0.000488620135001838
2006,12,18,0.000488269055495039
2006,12,19,0.000488269055495039
2006,12,20,0.000488620135001838
2006,12,21,0.000488620135001838
2006,12,22,0.000488620135001838
2006,12,26,0.000487917975988239
2006,12,27,0.000487566867377609
2006,12,28,0.000487917975988239
2007,1,2,0.000488269055495039
2007,1,3,0.000487917975988239
2007,1,4,0.000487566867377609
2007,1,5,0.000487215729663149
2007,1,8,0.000485810858663172
2007,1,9,0.000485810858663172
2007,1,10,0.000485108233988285
2007,1,11,0.000484405492898077
2007,1,12,0.000484054064145312
2007,1,15,0.00048335111932829
2007,1,16,0.000482648058095947
2007,1,17,0.000481241586385295
2007,1,18,0.000480538146803156
2007,1,19,0.000480186397908255
2007,1,22,0.000480186397908255
2007,1,23,0.000479482783703133
2007,1,24,0.000479482783703133
2007,1,26,0.000482648058095947
2007,1,29,0.000481944880448282
2007,1,30,0.000481593247968704
2007,1,31,0.000480889895698056
2007,2,1,0.000481593247968704
2007,2,2,0.000481593247968704
2007,2,5,0.000480889895698056
2007,2,6,0.000480186397908255
2007,2,7,0.000479834590805694
2007,2,8,0.000479482783703133
2007,2,9,0.000478779023978859
2007,2,12,0.000478075176943094
2007,2,13,0.000478075176943094
2007,2,14,0.000477371184388176
2007,2,15,0.000477019144454971
2007,2,16,0.000477019144454971
2007,2,21,0.000475962820928544
2007,2,22,0.000475962820928544
2007,2,23,0.000475610664580017
2007,2,26,0.000474553962703794
2007,2,27,0.000474906235467643
2007,2,28,0.000474906235467643
2007,3,1,0.000474906235467643
2007,3,2,0.000473849358968437
2007,3,5,0.000473144638817757
2007,3,6,0.000472439773147926
2007,3,7,0.000471382227260619
2007,3,8,0.000471734791062772
2007,3,9,0.000472439773147926
2007,3,12,0.000471734791062772
2007,3,13,0.000472087296657264
2007,3,14,0.000471382227260619
2007,3,15,0.000471029663458467
2007,3,16,0.000471382227260619
2007,3,19,0.000471029663458467
2007,3,20,0.000471029663458467
2007,3,21,0.000470677070552483
2007,3,22,0.000470677070552483
2007,3,23,0.000470677070552483
2007,3,26,0.000470324419438839
2007,3,27,0.000470324419438839
2007,3,28,0.00046961905900389
2007,3,29,0.000470324419438839
2007,3,30,0.000469971768325195
2007,4,2,0.00046961905900389
2007,4,3,0.000468560785520822
2007,4,4,0.000467855134047568
2007,4,5,0.000466443394543603
2007,4,9,0.000464324897620827
2007,4,10,0.000465031189378351
2007,4,11,0.000465384277049452
2007,4,12,0.000464678043499589
2007,4,13,0.000464324897620827
2007,4,16,0.000463618460344151
2007,4,17,0.000463265198050067
2007,4,18,0.000462911906652153
2007,4,19,0.000463265198050067
2007,4,20,0.000463618460344151
2007,4,23,0.000463618460344151
2007,4,24,0.000463618460344151
2007,4,25,0.000463618460344151
2007,4,26,0.000463265198050067
2007,4,27,0.000462558586150408
2007,4,30,0.000462558586150408
2007,5,2,0.000462205236544833
2007,5,3,0.000461851857835427
2007,5,4,0.000461851857835427
2007,5,7,0.000460791517980397
2007,5,8,0.000460791517980397
2007,5,9,0.000460438022855669
2007,5,10,0.000460084469523281
2007,5,11,0.000459730916190892
2007,5,14,0.000458669994259253
2007,5,15,0.000457962567452341
2007,5,16,0.000457255024230108
2007,5,17,0.000456547335488722
2007,5,18,0.000456547335488722
2007,5,21,0.000455839530332014
2007,5,22,0.000455131608759984
2007,5,23,0.000454777618870139
2007,5,24,0.000455131608759984
2007,5,25,0.000454423570772633
2007,5,28,0.000453361251857132
2007,5,29,0.000453361251857132
2007,5,30,0.000452652864623815
2007,5,31,0.000451944390079007
2007,6,1,0.000450881401775405
2007,6,4,0.000450527004431933
2007,6,5,0.000449818151537329
2007,6,6,0.000449109153123572
2007,6,8,0.000444497563876212
2007,6,11,0.000444142613559961
2007,6,12,0.000443787634139881
2007,6,13,0.000443077558884397
2007,6,14,0.000442722463048995
2007,6,15,0.000442722463048995
2007,6,18,0.000441657030023634
2007,6,19,0.00044130181777291
2007,6,20,0.000442012213170528
2007,6,21,0.000438103510532528
2007,6,22,0.00044130181777291
2007,6,25,0.00044059130595997
2007,6,26,0.00044059130595997
2007,6,27,0.000440236006397754
2007,6,28,0.000439525290858001
2007,6,29,0.000439880677731708
2007,7,2,0.000439169903984293
2007,7,3,0.000438814458902925
2007,7,4,0.000438459013821557
2007,7,5,0.000437392416642979
2007,7,6,0.000436681206338108
2007,7,10,0.000435614143498242
2007,7,11,0.000434190966188908
2007,7,12,0.000433123233960941
2007,7,13,0.000432055239798501
2007,7,16,0.000431343069067225
2007,7,17,0.000430274580139667
2007,7,18,0.000429205800173804
2007,7,19,0.000427780323661864
2007,7,20,0.000428136758273467
2007,7,23,0.000427780323661864
2007,7,24,0.000427780323661864
2007,7,25,0.000428136758273467
2007,7,26,0.000427780323661864
2007,7,27,0.000427780323661864
2007,7,30,0.000427780323661864
2007,7,31,0.000427780323661864
2007,8,1,0.000427067396230996
2007,8,2,0.000427780323661864
2007,8,3,0.000427780323661864
2007,8,6,0.00042742388905026
2007,8,7,0.000427067396230996
2007,8,8,0.000426710874307901
2007,8,9,0.000426710874307901
2007,8,10,0.000426710874307901
2007,8,13,0.00042599777225405
2007,8,14,0.00042599777225405
2007,8,15,0.000425641163019463
2007,8,16,0.000426710874307901
2007,8,17,0.00042599777225405
2007,8,20,0.00042599777225405
2007,8,21,0.000425641163019463
2007,8,22,0.000424571131588891
2007,8,23,0.000424927857238799
2007,8,24,0.000424214405938983
2007,8,27,0.000423500838223845
2007,8,28,0.000423500838223845
2007,8,29,0.000422787154093385
2007,8,30,0.000422430253820494
2007,8,31,0.000421716365963221
2007,9,3,0.000421002332586795
2007,9,4,0.000421002332586795
2007,9,5,0.000421002332586795
2007,9,6,0.000419216754380614
2007,9,10,0.000418859533965588
2007,9,11,0.000418502284446731
2007,9,12,0.000418145005824044
2007,9,13,0.000418145005824044
2007,9,14,0.000418145005824044
2007,9,17,0.000418502284446731
2007,9,18,0.000417787698097527
2007,9,19,0.000417430332163349
2007,9,20,0.000417787698097527
2007,9,21,0.000417430332163349
2007,9,24,0.000417430332163349
2007,9,25,0.000417072966229171
2007,9,26,0.000417072966229171
2007,9,27,0.000417430332163349
2007,9,28,0.000417072966229171
2007,10,1,0.000417072966229171
2007,10,2,0.000416715571191162
2007,10,3,0.000416358117945492
2007,10,4,0.000416715571191162
2007,10,5,0.000417430332163349
2007,10,8,0.000416715571191162
2007,10,9,0.000416358117945492
2007,10,10,0.000416000635595992
2007,10,11,0.000416000635595992
2007,10,15,0.000416000635595992
2007,10,16,0.000416000635595992
2007,10,17,0.000416358117945492
2007,10,18,0.000418502284446731
2007,10,19,0.000418859533965588
2007,10,22,0.000418502284446731
2007,10,23,0.000418502284446731
2007,10,24,0.000418502284446731
2007,10,25,0.000418502284446731
2007,10,26,0.000418502284446731
2007,10,29,0.000418502284446731
2007,10,30,0.000418859533965588
2007,10,31,0.000419216754380614
2007,11,1,0.000418502284446731
2007,11,5,0.000418502284446731
2007,11,6,0.000418502284446731
2007,11,7,0.000419216754380614
2007,11,8,0.000419216754380614
2007,11,9,0.000419216754380614
2007,11,12,0.000418859533965588
2007,11,13,0.000418859533965588
2007,11,14,0.000419216754380614
2007,11,16,0.000419216754380614
2007,11,19,0.000419573916587979
2007,11,21,0.000419216754380614
2007,11,22,0.000418859533965588
2007,11,23,0.000419216754380614
2007,11,26,0.000419216754380614
2007,11,27,0.000419216754380614
2007,11,28,0.000418859533965588
2007,11,29,0.000419216754380614
2007,11,30,0.000418859533965588
2007,12,3,0.000418859533965588
2007,12,4,0.000418859533965588
2007,12,5,0.000419216754380614
2007,12,6,0.000419216754380614
2007,12,7,0.000419216754380614
2007,12,10,0.000419216754380614
2007,12,11,0.000418859533965588
2007,12,12,0.000418859533965588
2007,12,13,0.000419216754380614
2007,12,14,0.000418859533965588
2007,12,17,0.000418859533965588
2007,12,18,0.000418859533965588
2007,12,19,0.000419216754380614
2007,12,20,0.000419573916587979
2007,12,21,0.000419216754380614
2007,12,26,0.000419931078795344
2007,12,27,0.000419931078795344
2007,12,28,0.000418502284446731
2008,1,2,0.000419216754380614
2008,1,3,0.000418502284446731
2008,1,4,0.000418859533965588
2008,1,7,0.000418145005824044
2008,1,8,0.000418502284446731
2008,1,9,0.000418502284446731
2008,1,10,0.000418502284446731
2008,1,11,0.000419216754380614
2008,1,14,0.000419931078795344
2008,1,15,0.000419216754380614
2008,1,16,0.000419216754380614
2008,1,17,0.000419216754380614
2008,1,18,0.000418502284446731
